Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
73949,1108.007,395.8821383,239.0689445,1.655932932,0.797068281,75397,306.8465269,0.797844335,0.980794992,0.756932515,0.775095659,0.005353448,0.001191886,0.600773281,0.994840261,BARBUNYA
39964,738.327,261.7453629,195.9004504,1.336114145,0.663203581,40451,225.5742564,0.780242093,0.987960743,0.921258087,0.861808033,0.006549529,0.002228599,0.742713086,0.992349461,SIRA
176521,1635.591,620.7569629,368.8891318,1.682773791,0.804275259,181196,474.0817626,0.744814346,0.97419921,0.829195275,0.763715578,0.003516618,0.000737958,0.583261484,0.981497139,BOMBAY
77546,1129.375,407.5307588,243.1571516,1.67599742,0.802494415,79093,314.2206768,0.672698567,0.980440747,0.763999237,0.771035486,0.005255342,0.001145719,0.594495721,0.996373295,BARBUNYA
66391,1029.266,365.0198164,231.9166702,1.573926601,0.772221308,67367,290.7432658,0.686424731,0.985512194,0.787524041,0.796513649,0.005498032,0.001365086,0.634433992,0.998552537,BARBUNYA
54230,940.76,337.9805201,204.9073227,1.649431146,0.795259167,55277,262.7694436,0.788673812,0.98105903,0.770001873,0.777469197,0.006232353,0.001404639,0.604458353,0.997012433,BARBUNYA
155439,1530.105,571.898425,351.3914853,1.627524994,0.788971427,158204,444.8719834,0.655324334,0.982522566,0.834309885,0.777886359,0.003679247,0.000831004,0.605107187,0.984827071,BOMBAY
170186,1602.527,581.4943271,381.3481079,1.524838632,0.754928506,174345,465.4970947,0.777701616,0.976145,0.832765997,0.80051872,0.003416816,0.00086554,0.640830222,0.977162679,BOMBAY
80621,1149.201,414.2109219,248.7102772,1.665435488,0.799667144,81780,320.3901455,0.797501286,0.985827831,0.767124855,0.773495165,0.005137755,0.001134445,0.598294771,0.996421344,BARBUNYA
47143,858.562,296.8462778,203.0587116,1.461874132,0.729431915,47996,244.9986364,0.717986598,0.982227686,0.803681099,0.825338415,0.00629672,0.001802281,0.681183499,0.995804537,BARBUNYA
82419,1136.792,388.4967581,272.1324999,1.427601475,0.713676351,83738,323.9430969,0.70901114,0.984248489,0.801447701,0.833837323,0.00471368,0.001405611,0.695284682,0.992589437,BARBUNYA
80590,1134.764,400.6533338,257.5414355,1.555684945,0.766030962,82249,320.3285421,0.795911313,0.979829542,0.786465943,0.799515479,0.004971502,0.001253069,0.639225001,0.994432711,BARBUNYA
58778,963.455,398.3692695,191.7286778,2.077776127,0.876564829,60076,273.5662149,0.833907924,0.978394034,0.795722794,0.686715156,0.006777523,0.000929731,0.471577705,0.979832898,HOROZ
76781,1133.819,394.2964241,248.9873973,1.583599927,0.775398173,78061,312.6669242,0.803240959,0.983602567,0.750544017,0.792974283,0.005135338,0.001252522,0.628808214,0.995780641,BARBUNYA
43047,780.551,288.11903,191.0736746,1.507894956,0.748463338,43492,234.1135252,0.70252142,0.989768233,0.887871643,0.812558355,0.006693127,0.001799812,0.660251081,0.995589274,SIRA
66372,1060.47,369.2427646,230.3727641,1.602805636,0.781499421,67927,290.7016599,0.744239244,0.977107777,0.741648281,0.787291418,0.005563231,0.001318405,0.619827778,0.993463455,BARBUNYA
132254,1358.189,497.7676684,339.6363418,1.465590124,0.731054561,133553,410.3547523,0.727117787,0.990273524,0.900944965,0.824390129,0.003763725,0.001072331,0.679619085,0.996043019,BOMBAY
94651,1199.819,424.7418673,284.9276281,1.490700885,0.741615331,95964,347.1503941,0.762551964,0.986317786,0.826235024,0.817320874,0.004487453,0.001235236,0.668013411,0.995808183,BARBUNYA
176920,1640.204,627.0168971,362.913449,1.727731223,0.815473983,180242,474.6172566,0.717882547,0.981569224,0.826401433,0.756944923,0.00354407,0.000717694,0.572965616,0.989930584,BOMBAY
191554,1682.544,635.3960003,385.9308518,1.646398564,0.794406592,193468,493.8563837,0.712504557,0.990106891,0.850292266,0.777241883,0.003317059,0.00074672,0.604104945,0.994597514,BOMBAY
150648,1489.751,511.9428366,379.2845314,1.349759334,0.671645345,153091,437.9623168,0.781426037,0.984042171,0.852993778,0.855490663,0.003398272,0.001122791,0.731864275,0.987840636,BOMBAY
186509,1672.052,655.6987562,366.1175097,1.790951645,0.829597171,189519,487.3095877,0.844016146,0.984117687,0.838320523,0.743191264,0.003515641,0.000661587,0.552333255,0.989202152,BOMBAY
80058,1124.684,404.4212334,253.2458473,1.596951096,0.779667885,81137,319.2694966,0.729059284,0.986701505,0.795341359,0.789447908,0.005051603,0.001210327,0.623227999,0.995264637,BARBUNYA
93262,1206.743,410.561396,290.6016208,1.412798025,0.706397593,94988,344.5937701,0.729726769,0.981829284,0.804794523,0.839323359,0.004402237,0.001347629,0.704463702,0.995264927,BARBUNYA
56248,925.453,330.3764438,218.0510188,1.515133686,0.751258776,57157,267.6138597,0.825295283,0.984096436,0.825293099,0.810027061,0.005873568,0.001559839,0.656143839,0.994145633,BARBUNYA
181118,1654.091,632.3590715,370.3584898,1.707424263,0.810544168,185974,480.21516,0.770472277,0.973888823,0.831864671,0.759402658,0.00349142,0.000716259,0.576692398,0.984658592,BOMBAY
87552,1155.741,371.3509385,301.7053564,1.230839727,0.583026045,88998,333.8782242,0.821621622,0.983752444,0.823673123,0.899090832,0.00424149,0.001709671,0.808364324,0.994966924,BARBUNYA
84228,1129.158,396.6203286,271.6941329,1.459804539,0.728521238,85605,327.4788854,0.74514314,0.983914491,0.830150666,0.825673476,0.004708889,0.001349993,0.681736689,0.995202313,BARBUNYA
146154,1460.105,540.3383352,346.7667545,1.558218394,0.766906738,148196,431.3804034,0.735713998,0.986220951,0.861494271,0.798352394,0.003697048,0.000926432,0.637366545,0.993156274,BOMBAY
87149,1189.561,428.9654936,259.2231934,1.654811392,0.796758027,88604,333.1089208,0.811783336,0.983578619,0.773924932,0.776540131,0.004922208,0.001104067,0.603014575,0.997875389,BARBUNYA
49335,837.331,300.584812,209.2387931,1.436563496,0.717939337,49944,250.6297527,0.755952928,0.987806343,0.884241017,0.833807108,0.00609273,0.001816578,0.695234293,0.998748206,SEKER
68167,1098.149,385.2334158,226.1422793,1.70350019,0.809567612,69964,294.6063815,0.788860343,0.974315362,0.710332204,0.764747733,0.005651318,0.001192346,0.584839096,0.996273511,BARBUNYA
53524,919.534,324.5638455,210.5158395,1.541754988,0.761119659,54727,261.0533918,0.789090373,0.978018163,0.795468235,0.804320615,0.006063894,0.001565482,0.646931652,0.997410101,BARBUNYA
203101,1734.279,650.4675322,402.3138876,1.616816004,0.785785139,206039,508.5235735,0.743333455,0.985740564,0.848562812,0.781781639,0.00320268,0.000737964,0.611182531,0.988169698,BOMBAY
208936,1752.441,663.4179617,405.3769925,1.63654567,0.791597299,211979,515.7766741,0.791703138,0.985644804,0.854941363,0.777453587,0.003175221,0.000715569,0.60443408,0.989183976,BOMBAY
42414,768.017,289.0165233,187.3363113,1.542768304,0.761482498,42814,232.3858474,0.797315588,0.990657262,0.903602512,0.804057307,0.006814177,0.001756876,0.646508152,0.997412286,SIRA
86940,1118.525,379.3463316,292.3414042,1.297614112,0.637264528,88117,332.7092515,0.748450413,0.986642759,0.873249024,0.877059362,0.004363312,0.001592619,0.769233124,0.998167757,BARBUNYA
41488,759.552,283.1427772,186.9854891,1.514250001,0.750920218,42005,229.8350762,0.708433653,0.987691941,0.903685555,0.811728551,0.006824691,0.001827705,0.65890324,0.997744232,BARBUNYA
153971,1476.91,543.4833657,362.8924628,1.497643025,0.744416235,155410,442.7662656,0.815295494,0.990740622,0.887034951,0.814682276,0.003529777,0.000959136,0.663707211,0.993996476,BOMBAY
131488,1368.233,485.8925009,345.6212635,1.405852452,0.702876202,132905,409.1646628,0.793367686,0.989338249,0.882624263,0.842088861,0.003695337,0.001146214,0.70911365,0.996909164,BOMBAY
140867,1414.336,500.3077756,360.1775879,1.389058599,0.694065317,142672,423.5061215,0.81376151,0.987348604,0.884940228,0.846491184,0.003551632,0.001124857,0.716547325,0.995326224,BOMBAY
68988,1043.643,352.040944,249.9893272,1.408223895,0.704086362,70402,296.375184,0.739516337,0.979915343,0.795938459,0.841877029,0.00510293,0.001581226,0.708756932,0.998088447,BARBUNYA
40662,767.554,279.2703195,185.8498523,1.502666351,0.746412361,41304,227.5356376,0.723574632,0.984456711,0.867322717,0.814750518,0.006868091,0.001866871,0.663818407,0.997497584,SIRA
187777,1674.447,638.4466932,376.9398753,1.69376268,0.807109712,190000,488.9632931,0.821206158,0.9883,0.841607213,0.765863929,0.003400026,0.000721553,0.586547558,0.993472364,BOMBAY
38612,742.726,276.8687886,178.3913017,1.552030766,0.764758421,39059,221.7257885,0.765625,0.988555775,0.879579112,0.800833455,0.007170537,0.001819283,0.641334223,0.995370445,SIRA
73205,1084.621,371.9501875,251.3077429,1.480058605,0.737223531,74387,305.2990352,0.762591802,0.984110127,0.781978102,0.820806241,0.00508094,0.001422612,0.673722885,0.997149353,BARBUNYA
42116,766.156,291.4779223,184.2718623,1.58178204,0.774806584,42500,231.568039,0.800319246,0.990964706,0.901617987,0.794461677,0.006920836,0.001700709,0.631169356,0.998372352,SIRA
84171,1135.22,407.5999068,263.9065404,1.54448581,0.762095465,85583,327.3680585,0.735047288,0.983501396,0.82075263,0.803160288,0.004842522,0.001242969,0.645066448,0.996295975,BARBUNYA
147827,1452.182,541.3785204,349.7474326,1.547912779,0.763310977,148921,433.8423471,0.783803989,0.992653823,0.880889694,0.801366014,0.003662244,0.000931646,0.642187489,0.994050221,BOMBAY
72937,1113.897,399.2799918,233.2505456,1.711807322,0.811625644,74443,304.7396802,0.784049621,0.979769757,0.738699307,0.763223018,0.005474313,0.001145817,0.582509375,0.997143812,BARBUNYA
40251,755.91,285.2356657,180.2157124,1.582745822,0.775120534,40738,226.3827841,0.774772867,0.988045559,0.885210093,0.793669275,0.007086424,0.001734464,0.629910918,0.996988874,SIRA
79874,1093.895,382.9131867,270.4233379,1.415976852,0.707986233,81979,318.9023916,0.760755479,0.974322692,0.838810819,0.832832095,0.004793965,0.001422671,0.693609299,0.982134712,BARBUNYA
63733,1048.882,358.4090779,227.7786694,1.57349711,0.77207859,65287,284.8637848,0.690483413,0.976197405,0.727982536,0.794800697,0.005623603,0.001384291,0.631708147,0.993990944,BARBUNYA
160273,1550.026,599.0795386,343.5747122,1.743665984,0.819202526,163513,451.7365621,0.808871326,0.980185062,0.838286098,0.754051062,0.003737869,0.00074543,0.568593004,0.991436279,BOMBAY
152816,1455.529,537.150888,365.6273941,1.469121014,0.732581692,154914,441.1024533,0.811642235,0.986457002,0.906435626,0.821189098,0.003515017,0.000986007,0.674351535,0.990704011,BOMBAY
173520,1589.015,589.0605955,377.2629071,1.561406077,0.768001215,175941,470.0346006,0.807009711,0.986239705,0.863581657,0.797939302,0.003394771,0.000848926,0.63670713,0.994158382,BOMBAY
196076,1692.04,641.3045356,393.1082329,1.631368875,0.790096756,199295,499.6515956,0.803965787,0.983848064,0.860623204,0.779117514,0.003270694,0.000743415,0.607024101,0.990280225,BOMBAY
65235,1017.685,329.6995393,253.3145195,1.301542209,0.640066756,66266,288.2009398,0.752786817,0.984441493,0.791523446,0.874132067,0.005054028,0.001820227,0.764106871,0.994517344,BARBUNYA
42316,770.012,293.4460478,184.402955,1.591330507,0.777886363,42757,232.1172216,0.774649434,0.989685899,0.896849325,0.791004763,0.006934636,0.001674634,0.625688536,0.995677255,SIRA
177711,1607.597,607.9823028,375.2245473,1.620315907,0.786834855,179829,475.6770677,0.747658715,0.988222144,0.864111531,0.782386371,0.003421186,0.000790754,0.612128434,0.991841439,BOMBAY
41704,778.258,292.0013691,182.6032013,1.599103231,0.780343999,42191,230.4325975,0.72747571,0.988457254,0.865247571,0.789149031,0.007001759,0.001675032,0.622756193,0.99585144,SIRA
184246,1642.028,646.5775398,365.2053645,1.770449185,0.825208377,186178,484.3441887,0.754945667,0.989622834,0.858710583,0.749089102,0.003509317,0.00068161,0.561134483,0.993460088,BOMBAY
171230,1557.612,573.9713915,381.810275,1.503289537,0.746658233,172843,466.9226994,0.784634489,0.990667832,0.886892846,0.813494725,0.003352049,0.000905543,0.661773668,0.994837431,BOMBAY
50486,982.666,325.5099201,198.5238286,1.639651634,0.79248943,51525,253.5365292,0.799942959,0.979835032,0.657005443,0.778890331,0.006447528,0.001463788,0.606670147,0.994727698,BARBUNYA
162493,1517.497,546.6827081,379.5352984,1.440400169,0.719732474,163687,454.854387,0.72670638,0.992705591,0.886724766,0.832026293,0.003364346,0.000994555,0.692267752,0.997142587,BOMBAY
39048,739.172,272.8580016,182.7970231,1.49268296,0.742420095,39452,222.974119,0.793142671,0.989759708,0.898085416,0.817180063,0.006987759,0.001922156,0.667783256,0.996788687,DERMASON
173809,1558.175,567.890055,391.4866953,1.450598607,0.724408867,175580,470.4258624,0.818340615,0.98991343,0.899600443,0.828374891,0.003267322,0.000949029,0.68620496,0.99540796,BOMBAY
76790,1092.1,367.7125576,268.2932239,1.370562224,0.683844714,78048,312.6852485,0.710255651,0.983881714,0.809076743,0.85035238,0.004788547,0.001544469,0.72309917,0.991052407,BARBUNYA
172351,1588.837,601.4149897,367.8191115,1.63508358,0.791175231,173929,468.4486191,0.83275433,0.990927332,0.857955933,0.778910781,0.003489478,0.000792303,0.606702004,0.992008485,BOMBAY
217182,1811.572,704.3042088,396.8257458,1.774845045,0.826164169,220372,525.8561693,0.675989791,0.985524477,0.831615343,0.746632155,0.003242922,0.000621646,0.557459575,0.989404365,BOMBAY
140313,1432.029,517.4259023,347.2543044,1.490048923,0.741349726,141966,422.6725213,0.721240439,0.988356367,0.85981328,0.816875459,0.003687655,0.001012869,0.667285515,0.994288063,BOMBAY
166862,1545.005,580.3276343,368.7448381,1.573791886,0.772176558,168545,460.928733,0.837849916,0.990014536,0.87843075,0.794256047,0.00347789,0.000853764,0.630842669,0.992815074,BOMBAY
88631,1174.734,424.3290592,267.7618562,1.584725566,0.77576324,90381,335.9292992,0.768512417,0.980637523,0.807079723,0.79167168,0.004787592,0.001160052,0.626744049,0.993217318,BARBUNYA
171566,1554.742,575.3363956,381.6426689,1.507526392,0.748319647,173000,467.3805898,0.828037221,0.991710983,0.891916973,0.812360548,0.003353441,0.000900877,0.65992966,0.99486138,BOMBAY
72263,1097.796,375.5949146,245.3807653,1.530661599,0.757088556,73699,303.3283851,0.719392733,0.980515339,0.753498797,0.807594494,0.00519761,0.001363819,0.652208867,0.998311068,BARBUNYA
71260,1075.675,360.4960636,254.155122,1.418409594,0.709192421,72747,301.2159524,0.713484721,0.979559295,0.773915476,0.835559616,0.005058884,0.001521053,0.698159872,0.99027666,BARBUNYA
71898,1074.336,369.3024779,249.1299837,1.482368651,0.738187105,73105,302.5613604,0.750940007,0.983489501,0.782792068,0.819277905,0.005136478,0.00142748,0.671216285,0.99498998,BARBUNYA
38811,742.218,264.634744,187.3745512,1.412330235,0.706162603,39314,222.2964237,0.714909372,0.987205576,0.885322969,0.840012238,0.00681855,0.002094181,0.705620561,0.996569252,DERMASON
67413,1077.615,359.8362623,239.8736526,1.500107488,0.745398715,68823,292.9725199,0.736030134,0.979512663,0.729501623,0.814182868,0.005337787,0.001446868,0.662893742,0.994411866,BARBUNYA
55699,948.396,317.4639035,223.7711015,1.418699293,0.709335508,56924,266.3046552,0.736759259,0.978480079,0.778176004,0.838850188,0.005699634,0.001740862,0.703669638,0.998295618,BARBUNYA
68774,1136.305,373.3326894,235.5836317,1.584714043,0.775759508,70416,295.9151508,0.686847099,0.976681436,0.669336199,0.792631235,0.005428399,0.00132171,0.628264275,0.995619219,BARBUNYA
60340,980.964,345.4561468,222.9906301,1.549195797,0.763763481,61109,277.1773334,0.787646199,0.987415929,0.787968816,0.802351719,0.00572516,0.001463614,0.643768281,0.997323116,BARBUNYA
78471,1131.829,380.0231477,264.8075786,1.435091661,0.717246431,80312,316.0891968,0.725293922,0.9770769,0.769763681,0.831763009,0.004842848,0.001429812,0.691829703,0.992839037,BARBUNYA
90176,1181.556,418.3022938,275.5283718,1.518182287,0.752421062,91791,338.8445797,0.784493858,0.982405682,0.811693768,0.810047147,0.004638732,0.001232027,0.656176381,0.996195358,BARBUNYA
161473,1556.283,605.285003,343.0184745,1.764584266,0.823920278,163971,453.4245351,0.800064412,0.984765599,0.837785098,0.749109152,0.003748521,0.000728149,0.561164521,0.990222084,BOMBAY
40120,762.206,281.6828655,182.1285948,1.546615268,0.76285194,40818,226.0140937,0.717761557,0.982899701,0.867812821,0.802370756,0.007021009,0.001795063,0.64379883,0.9957091,SIRA
69575,1076.93,363.9028039,244.2310606,1.489993955,0.741327312,71278,297.6334009,0.73228363,0.976107635,0.753855536,0.817892574,0.005230367,0.001443767,0.668948262,0.996728867,BARBUNYA
182361,1634.593,608.4481311,385.2641755,1.579301087,0.773995183,184578,481.8601837,0.827034014,0.987988818,0.857674622,0.791949484,0.003336504,0.000809583,0.627183986,0.99051235,BOMBAY
196411,1687.198,654.8413345,384.0744664,1.704985339,0.809938142,197945,500.0782461,0.766673433,0.992250373,0.867048851,0.763663226,0.003334036,0.000699451,0.583181523,0.994315947,BOMBAY
83982,1174.925,412.0556943,260.2859528,1.583088483,0.775231987,85570,327.0003111,0.741956003,0.981442094,0.764497003,0.793582799,0.004906476,0.001200379,0.629773658,0.996987425,BARBUNYA
43372,773.114,280.1265252,197.8736413,1.415683884,0.707840417,43819,234.9956288,0.753928522,0.989798946,0.91186855,0.838891028,0.006458695,0.001973089,0.703738157,0.996270768,SIRA
84390,1131.241,396.2597491,271.6921699,1.458487925,0.727939277,85574,327.7936625,0.773588538,0.986164022,0.828687097,0.827219174,0.004695577,0.001356285,0.684291563,0.998030981,BARBUNYA
82299,1145.17,421.062064,249.7111946,1.686196186,0.805165043,83888,323.7071845,0.770503314,0.981058077,0.788614027,0.768787341,0.005116248,0.001102443,0.591033975,0.996599235,BARBUNYA
92981,1209.112,442.6712769,268.7161202,1.64735661,0.794676543,94477,344.0742451,0.808460134,0.984165458,0.799228595,0.777268061,0.004760879,0.00107189,0.604145639,0.995243311,BARBUNYA
47149,857.69,300.2878932,200.3199142,1.499041643,0.74497456,48091,245.0142267,0.720767408,0.980412135,0.805418604,0.815931086,0.006368913,0.001741242,0.665743536,0.997977284,BARBUNYA
71678,1054.534,422.650982,218.7140631,1.932436241,0.855694396,73261,302.0981034,0.633086027,0.978392323,0.809980511,0.714769671,0.005896523,0.00094938,0.510895683,0.987273333,CALI
86769,1135.185,383.4507041,289.1968679,1.325915826,0.656649726,87906,332.3818919,0.808982164,0.987065729,0.84613794,0.86681779,0.004419213,0.001538991,0.751373081,0.996257459,BARBUNYA
183483,1669.563,634.1044843,374.9097183,1.691352487,0.806493607,187798,483.3402646,0.763253132,0.977023184,0.827180091,0.762240729,0.00345593,0.000719637,0.58101093,0.98269428,BOMBAY
199669,1690.464,625.7629325,411.065652,1.522294381,0.753974953,202954,504.2087531,0.764470531,0.983814066,0.878028583,0.805750432,0.003134001,0.000814857,0.649233758,0.988324903,BOMBAY
38706,720.119,258.8464423,190.7525632,1.35697491,0.675965465,39128,221.9955176,0.745277751,0.989214884,0.937949847,0.85763403,0.006687502,0.002231782,0.73553613,0.998104074,DERMASON
185104,1607.624,588.7555844,402.5758805,1.462471084,0.729693661,187253,485.4706301,0.796639639,0.988523548,0.900029419,0.824570744,0.003180675,0.000907007,0.679916911,0.994358823,BOMBAY
39600,736.956,276.151578,183.0653099,1.508486661,0.748693747,39961,224.5446191,0.757749713,0.990966192,0.91626676,0.813120898,0.006973525,0.00188041,0.661165595,0.99735948,SIRA
76502,1103.519,385.6338479,253.8097097,1.519381778,0.752875965,77696,312.0983365,0.800096218,0.984632414,0.78944708,0.809312611,0.005040834,0.001333974,0.654986903,0.995175165,BARBUNYA
184172,1632.704,632.6632699,373.8460925,1.692309436,0.806738598,186777,484.2469137,0.809931748,0.986052887,0.868197548,0.76541019,0.003435176,0.000727287,0.585852759,0.991444152,BOMBAY
41574,754.002,273.506578,193.8869062,1.410650071,0.705316011,41973,230.0731641,0.743375174,0.990493889,0.918938993,0.841197918,0.006578789,0.002031976,0.707613938,0.998195652,DERMASON
75338,1132.638,394.0366999,248.1902526,1.587639707,0.776703957,77341,309.7149025,0.702884759,0.974101705,0.737975076,0.786005219,0.005230252,0.001231414,0.617804204,0.980850485,BARBUNYA
77123,1075.07,392.0032146,252.4476478,1.552809931,0.765030692,78234,313.3624952,0.667165522,0.985799013,0.838533259,0.799387565,0.005082832,0.00128031,0.639020479,0.992277346,BARBUNYA
168532,1539.35,573.7944065,376.7821062,1.522881254,0.754195437,169925,463.2295402,0.788730549,0.991802266,0.893752947,0.807309264,0.003404661,0.0008921,0.651748248,0.99253519,BOMBAY
206303,1734.416,666.0177998,395.9859468,1.681922819,0.804053018,207854,512.5164756,0.817592042,0.992538032,0.861804713,0.769523691,0.003228348,0.00069831,0.592166711,0.995978704,BOMBAY
52334,856.496,310.322943,215.4484257,1.440358369,0.719713039,52812,258.1350777,0.708441629,0.990949027,0.896485183,0.831827242,0.005929662,0.001751226,0.69193656,0.996636615,SIRA
67429,1124.602,393.2619082,219.2954315,1.793297314,0.830088268,68968,293.0072853,0.714668786,0.977685303,0.669975436,0.745069073,0.005832237,0.001108667,0.555127923,0.995509414,BARBUNYA
81568,1133.606,392.5502676,265.8710006,1.476468914,0.735714675,82755,322.2663544,0.796593617,0.985656456,0.797637211,0.820955636,0.004812552,0.001348447,0.673968156,0.995093031,BARBUNYA
50879,843.716,314.0192157,207.0960918,1.51629716,0.751703392,51313,254.5214231,0.755778372,0.991542104,0.898164449,0.810528179,0.006171883,0.001643122,0.656955929,0.996140409,SIRA
43044,783.0,298.7572467,183.7687769,1.62572365,0.788440763,43487,234.1053672,0.694953018,0.989813048,0.882264821,0.783597285,0.006940741,0.0016142,0.614024704,0.998234483,SIRA
55434,925.422,330.5917574,213.7725739,1.546464785,0.762798609,56460,265.670399,0.718876439,0.981827843,0.813404259,0.803620759,0.0059637,0.001534264,0.645806325,0.998716739,BARBUNYA
78661,1110.302,373.6630486,268.5560253,1.391378384,0.695308143,80166,316.4716351,0.767244743,0.981226455,0.801838829,0.846943888,0.004750296,0.001507714,0.717313949,0.998055123,BARBUNYA
46584,803.589,290.4833904,204.823352,1.41821422,0.709095856,47062,243.5417643,0.735517486,0.989843186,0.906522681,0.838401686,0.00623569,0.001900522,0.702917387,0.996887434,SIRA
176119,1613.423,612.2088114,369.6122782,1.656354097,0.797184595,177629,473.54163,0.685048038,0.991499136,0.850197038,0.77349692,0.003476109,0.000767551,0.598297485,0.990992491,BOMBAY
81515,1194.963,416.0416065,251.2564253,1.655844646,0.797043885,83485,322.1616388,0.730192144,0.976402947,0.717362186,0.774349569,0.005103866,0.00113195,0.599617255,0.992873022,BARBUNYA
179122,1642.56,619.1034092,369.8831772,1.673780932,0.801906351,180813,477.5617381,0.799352029,0.990647796,0.834288599,0.771376366,0.003456323,0.000754848,0.595021498,0.995935638,BOMBAY
200714,1688.8,612.1030514,420.6495529,1.455137768,0.726449214,203767,505.5264602,0.711860319,0.985017201,0.884364069,0.825884561,0.003049628,0.000875193,0.682085309,0.992528094,BOMBAY
77067,1129.233,398.9042899,247.7669124,1.609998228,0.783716508,78528,313.2487063,0.715219066,0.981395171,0.759471,0.785272844,0.005176071,0.001214122,0.61665344,0.992810945,BARBUNYA
152952,1477.762,522.9554346,375.9039206,1.391194414,0.695209889,155498,441.2986912,0.785735201,0.983626799,0.880148666,0.843855254,0.003419082,0.001069452,0.71209169,0.990657981,BOMBAY
55434,888.425,336.5121927,210.269529,1.600384965,0.780745095,55924,265.670399,0.705338966,0.991238109,0.882560609,0.789482238,0.006070502,0.001454701,0.623282204,0.997491468,SIRA
50683,905.491,314.9375832,205.4562108,1.532869617,0.757899604,51613,254.0307065,0.769883947,0.981981284,0.776790492,0.806606515,0.00621387,0.001622515,0.650614071,0.997306541,BARBUNYA
77128,1124.1,394.6981733,251.1657208,1.571465135,0.77140143,78456,313.3726529,0.821953429,0.983073315,0.767029449,0.793955164,0.005117443,0.001254344,0.630364803,0.990596309,BARBUNYA
87137,1243.283,393.2571731,283.9716384,1.384846654,0.691787007,89111,333.0859862,0.769163548,0.977847853,0.70839009,0.84699278,0.004513091,0.001432757,0.717396769,0.993484515,BARBUNYA
50090,837.283,306.410704,209.1192243,1.465244073,0.730904125,50640,252.540232,0.727470772,0.989139021,0.89787597,0.824188675,0.006117203,0.001741162,0.679286971,0.995321209,SIRA
81338,1134.946,370.5396391,280.2769743,1.322048092,0.654106879,82905,321.8116811,0.761848563,0.981098848,0.793511009,0.868494615,0.004555554,0.001598783,0.754282896,0.997198263,BARBUNYA
155913,1510.721,574.9772165,347.1721053,1.65617343,0.797134712,157587,445.5497695,0.772772331,0.989377296,0.858467108,0.774899869,0.003687808,0.00082022,0.600469807,0.994482139,BOMBAY
78536,1162.368,383.6299082,261.3541204,1.467854831,0.732035693,80172,316.220083,0.791717491,0.979593873,0.730451443,0.824284229,0.004884765,0.001391014,0.67944449,0.997325876,BARBUNYA
65243,980.668,328.5051239,253.2426845,1.29719492,0.636963249,66224,288.2186108,0.757494485,0.985186639,0.852510582,0.877364126,0.005035101,0.00184038,0.769767809,0.998538891,BARBUNYA
40344,760.586,282.7320891,182.5017141,1.549202376,0.763765798,40944,226.6441621,0.70151278,0.985345838,0.876379409,0.801621644,0.007008033,0.001785063,0.64259726,0.995513202,SIRA
190130,1653.353,632.0055466,385.2937073,1.640321486,0.792681037,191870,492.0173113,0.81492435,0.99093136,0.874036032,0.778501572,0.003324071,0.000753161,0.606064697,0.994140945,BOMBAY
