Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
33552,679.815,254.0594706,168.8456593,1.504684643,0.74720726,33963,206.6875255,0.802199641,0.987898596,0.91231915,0.813539936,0.007572111,0.002046031,0.661847228,0.99587136,DERMASON
53795,928.116,383.5121875,180.6248688,2.123252408,0.882146257,54602,261.7134336,0.619829473,0.985220322,0.784778789,0.682412299,0.007129142,0.000953684,0.465686546,0.98877008,HOROZ
61918,960.372,353.1381442,224.0962377,1.575832543,0.772852917,62627,280.7782864,0.753920709,0.988679004,0.843621821,0.795094756,0.00570332,0.001405993,0.63217567,0.996202995,CALI
60523,1001.723,387.1510091,200.8487983,1.927574436,0.854903708,61382,277.5973288,0.778981916,0.986005669,0.757940336,0.717025973,0.006396758,0.001042988,0.514126245,0.991016607,HOROZ
31639,663.311,256.0568995,157.5410948,1.62533401,0.788325698,31947,200.7088089,0.749988148,0.990359032,0.903645757,0.783844565,0.008093078,0.001884574,0.614412301,0.99862521,DERMASON
23090,558.141,209.5732133,140.4901513,1.49172886,0.74203322,23315,171.4616607,0.727060898,0.99034956,0.931420827,0.818146833,0.009076363,0.002508515,0.66936424,0.998509955,DERMASON
77285,1062.163,419.576865,236.7517871,1.772222589,0.825594958,78200,313.6914379,0.787337001,0.988299233,0.860840592,0.747637594,0.005428956,0.001046311,0.558961972,0.990605033,CALI
47681,813.399,303.6207555,200.4927503,1.514372739,0.750967286,48101,246.3926434,0.713915673,0.991268373,0.905624058,0.811514493,0.006367751,0.001703535,0.658555772,0.997298909,SIRA
55054,928.326,375.5142262,189.788113,1.978597186,0.862880156,56043,264.758248,0.72077191,0.982352836,0.802782163,0.705055174,0.006820835,0.001039704,0.497102798,0.983566197,HOROZ
48099,824.539,303.5007394,202.9163988,1.495693503,0.743634672,48609,247.4702989,0.721557156,0.989508116,0.889044515,0.815386148,0.006309918,0.001720508,0.664854571,0.994418663,SIRA
60844,974.219,392.3622247,198.6116546,1.975524677,0.862419264,61674,278.3325113,0.689911669,0.986542141,0.805590676,0.709376423,0.006448659,0.001007294,0.503214909,0.99411347,HOROZ
43784,777.273,282.3071269,197.9620172,1.426067136,0.712935851,44234,236.1091278,0.733769063,0.98982683,0.910705869,0.836355534,0.006447724,0.001946032,0.699490579,0.997520526,SIRA
37352,703.246,241.941291,196.9313108,1.228556749,0.580916419,37811,218.0780674,0.802750913,0.987860675,0.949093903,0.90136771,0.006477332,0.002637448,0.812463748,0.998157821,SEKER
54471,915.945,378.7939634,183.501841,2.064251571,0.874826107,54914,263.3526746,0.806655116,0.99193284,0.815899036,0.695239893,0.006954048,0.001002204,0.483358509,0.997773561,HOROZ
38153,705.654,236.4775468,205.6593189,1.14985087,0.493619473,38510,220.4039663,0.784911949,0.990729681,0.962841811,0.932029147,0.006198138,0.002885087,0.868678331,0.998850535,SEKER
42530,775.403,281.212824,193.2368778,1.455275138,0.726510576,43028,232.7034117,0.72981553,0.988426141,0.888894651,0.827499288,0.006612105,0.00191245,0.684755072,0.996507033,SIRA
44171,826.19,343.4056346,163.9725577,2.094287236,0.878637498,44634,237.1502982,0.771007157,0.989626742,0.813181009,0.690583596,0.007774459,0.001090724,0.476905704,0.998777528,HOROZ
30298,656.262,247.9111237,155.9922273,1.589253055,0.777222053,30703,196.4092964,0.797840685,0.986809107,0.884034695,0.792256892,0.008182425,0.001988501,0.627670983,0.997528028,DERMASON
38095,734.307,270.1436725,179.8868838,1.50174191,0.746046918,38513,220.2363741,0.789697347,0.989146522,0.887815055,0.81525646,0.007091316,0.00193234,0.664643095,0.998122391,SIRA
44820,793.455,291.3117869,196.6079283,1.48168891,0.737904168,45279,238.8861578,0.816215035,0.98986285,0.894616932,0.820036018,0.006499594,0.001812999,0.672459071,0.996375148,SIRA
35739,699.446,259.8671258,175.4907282,1.480802596,0.737534497,36060,213.3173882,0.719123506,0.99109817,0.918002531,0.820871003,0.007271248,0.002036519,0.673829203,0.997808033,DERMASON
29878,636.549,240.0386489,158.8836837,1.510782248,0.749584416,30181,195.0432032,0.757210198,0.989960571,0.926611544,0.812549163,0.00803396,0.00216027,0.660236142,0.997473043,DERMASON
40400,745.966,274.7577876,187.5689205,1.464836428,0.730726736,40832,226.8014057,0.707468698,0.989420063,0.912332534,0.825459426,0.006800935,0.001947742,0.681383264,0.998115027,SIRA
93615,1163.399,438.859731,272.5946707,1.609935109,0.783697208,94533,345.2453041,0.743802638,0.990289105,0.869156402,0.786687134,0.004687921,0.001107563,0.618876647,0.996351243,CALI
41609,769.25,283.6242985,187.3079087,1.514214218,0.750906493,42259,230.1699898,0.735856398,0.984618661,0.883613073,0.811531279,0.006816417,0.001823715,0.658583017,0.997235769,SIRA
51860,903.986,373.0972343,179.9949951,2.072820047,0.875932023,53096,256.963427,0.628773734,0.97672141,0.79747847,0.688730452,0.007194316,0.000998542,0.474349636,0.983241435,HOROZ
50570,848.081,326.2476291,198.0516655,1.647285461,0.794656515,51069,253.7473621,0.792285517,0.990228906,0.883543936,0.777775344,0.006451407,0.0014563,0.604934486,0.996499784,SIRA
67317,1058.043,408.7963217,216.846462,1.885187879,0.847715531,70055,292.7638407,0.805304335,0.960916423,0.755662692,0.716160653,0.006072706,0.00098538,0.512886081,0.966886623,HOROZ
26625,592.165,214.7993943,157.9960776,1.359523588,0.677468504,26911,184.1195342,0.733774287,0.989372376,0.954144192,0.857169709,0.008067583,0.002686522,0.734739909,0.998896237,DERMASON
44174,800.778,290.3858048,194.711052,1.491367859,0.741886592,44788,237.1583514,0.691948622,0.986290971,0.865669915,0.816700911,0.006573681,0.001804017,0.667000379,0.994742927,SIRA
34778,687.774,257.1666382,172.8486294,1.487814159,0.740435923,35160,210.4298574,0.76620401,0.989135381,0.923895728,0.81826266,0.007394521,0.002044847,0.669553781,0.996171595,DERMASON
35227,698.954,263.2494765,171.0636313,1.538897979,0.760091845,35601,211.7838744,0.768309706,0.989494677,0.906125462,0.804498748,0.007472946,0.001930959,0.647218236,0.996002836,DERMASON
75016,1044.314,407.4037873,237.0002224,1.719001709,0.81337982,76320,309.0523219,0.811597966,0.982914046,0.864373745,0.758589713,0.005430892,0.001109376,0.575458352,0.989213891,CALI
38457,710.385,240.6964573,203.7703174,1.181214518,0.532251517,38801,221.2803045,0.778986388,0.991134249,0.957629908,0.91933345,0.006258846,0.002757822,0.845173993,0.998331791,SEKER
44738,798.099,293.9916683,194.417472,1.512166912,0.750119186,45304,238.6675318,0.707767758,0.987506622,0.882618235,0.811817332,0.006571408,0.001760644,0.659047381,0.996589643,SIRA
80165,1109.103,438.7234672,233.9528397,1.875264552,0.845952603,80993,319.4827822,0.766439758,0.989776894,0.818937769,0.728209923,0.005472756,0.000949319,0.530289692,0.994433461,CALI
45525,799.104,302.3272013,191.9650203,1.574907766,0.772546807,45935,240.7576173,0.79679706,0.991074344,0.895886948,0.796347852,0.006640905,0.001647473,0.634169901,0.998759102,SIRA
76761,1059.433,410.7979359,240.5571311,1.707693861,0.810610971,78179,312.6261996,0.666328125,0.981862137,0.859416119,0.761021837,0.005351649,0.001107276,0.579154236,0.989018133,CALI
87111,1134.112,430.2330875,259.6364341,1.657059761,0.797379242,88384,333.0362893,0.785314402,0.985596941,0.85108115,0.774083396,0.004938907,0.00109386,0.599205103,0.992918666,CALI
39545,730.923,265.8705858,189.8815075,1.400192095,0.699954213,39902,224.3886312,0.727732794,0.99105308,0.930161131,0.843976894,0.006723242,0.002104169,0.712296997,0.997352625,DERMASON
83522,1134.917,462.4802456,230.6929039,2.004744133,0.866707463,84089,326.1035315,0.700452868,0.993257144,0.81485915,0.705118834,0.005537227,0.000844348,0.49719257,0.996743888,CALI
87833,1146.833,446.9078332,253.32504,1.764167621,0.823828205,89406,334.4135896,0.721337998,0.982406102,0.839203368,0.748283124,0.005088154,0.00098402,0.559927634,0.987806202,CALI
34883,672.664,232.3224642,191.4684387,1.213372114,0.566372342,35182,210.7472777,0.79973864,0.991501336,0.968784811,0.907132586,0.006660048,0.002781892,0.822889528,0.998471206,SEKER
40161,724.95,246.4546274,207.7667023,1.186208496,0.537878895,40535,226.1295499,0.777319707,0.990773406,0.960280862,0.917530145,0.006136666,0.002682833,0.841861566,0.998623342,SEKER
64863,997.421,398.7372754,211.2629355,1.887398158,0.848103923,66409,287.3780378,0.655128878,0.976720023,0.819313064,0.720720272,0.006147376,0.001023143,0.519437711,0.980385779,HOROZ
40239,762.285,277.034101,186.1270493,1.488413974,0.740681705,40913,226.3490359,0.733833023,0.983526019,0.870206445,0.817043949,0.006884716,0.001892551,0.667560814,0.993606844,SIRA
38855,727.362,255.8803594,193.4384231,1.322800069,0.65460379,39228,222.4223966,0.789799984,0.990491486,0.922901944,0.869243724,0.006585519,0.002319189,0.755584653,0.99948743,SEKER
41619,813.48,274.6116964,193.6340124,1.41819969,0.709088673,42244,230.1976468,0.7599423,0.985205,0.790328685,0.838265995,0.006598229,0.002009715,0.702689878,0.996554567,SEKER
40958,738.536,245.7514325,212.5434504,1.15624091,0.501993033,41400,228.3623114,0.754568902,0.989323671,0.943637662,0.929241018,0.006000084,0.002759628,0.86348887,0.998401157,SEKER
47719,812.323,292.3807765,208.5365681,1.40205998,0.700923715,48183,246.4908068,0.733732087,0.990370048,0.908748481,0.843047241,0.006127135,0.001909171,0.71072865,0.996484196,SIRA
36457,709.285,247.0727088,188.5366505,1.310475752,0.646302092,36944,215.4495163,0.72083597,0.986817887,0.910645281,0.872008557,0.006777099,0.002417167,0.760398924,0.996484351,SIRA
55325,930.973,367.8933147,193.4520987,1.901728217,0.850585052,56255,265.4090764,0.721072387,0.983468136,0.802152821,0.721429463,0.006649676,0.001111107,0.52046047,0.989774361,HOROZ
59411,961.532,382.2654478,201.8737626,1.893586581,0.849183198,60199,275.0353334,0.690825581,0.986910082,0.807512478,0.719487819,0.006434254,0.001063584,0.517662722,0.980239183,HOROZ
24053,591.446,232.5720529,132.298336,1.757936342,0.822442113,24326,175.0006593,0.659492213,0.98877744,0.864069981,0.752457817,0.009669149,0.001912039,0.566192767,0.995330842,DERMASON
43409,796.222,289.7391227,192.8290097,1.502570195,0.746374389,44138,235.095843,0.726632072,0.98348362,0.860441401,0.811405242,0.006674633,0.001784672,0.658378467,0.989259861,SIRA
62442,979.857,398.0385809,200.8269665,1.981997676,0.863387466,63257,281.9638694,0.802596401,0.98711605,0.817261932,0.708383265,0.006374533,0.000990151,0.50180685,0.99458001,HOROZ
48176,862.859,336.0677463,185.8125098,1.80863897,0.833246327,49336,247.668303,0.736636086,0.976487757,0.813131781,0.736959455,0.006975833,0.001269259,0.543109238,0.982288532,HOROZ
80009,1108.48,433.9133189,236.9684259,1.831101833,0.837707431,81004,319.1717762,0.657644254,0.987716656,0.81826313,0.735565751,0.005423306,0.000979332,0.541056974,0.990730416,CALI
46258,796.091,291.7855417,202.4141293,1.441527539,0.720255807,46750,242.688102,0.716201152,0.989475936,0.917215294,0.831734501,0.006307786,0.001862068,0.691782281,0.997223209,SIRA
45005,837.605,341.7588229,170.3703374,2.005976088,0.866883702,45807,239.3786659,0.653667393,0.982491759,0.806105915,0.700431561,0.007593797,0.001127461,0.490604372,0.98414064,HOROZ
73121,1051.673,406.1374795,232.300437,1.748328521,0.820271135,74728,305.1238253,0.785740383,0.978495343,0.830788617,0.751282117,0.005554321,0.001091498,0.564424819,0.986800009,CALI
45738,786.456,290.0632965,201.2120227,1.441580342,0.720280279,46160,241.3201821,0.745598592,0.990857886,0.929261991,0.831956973,0.006341845,0.001874126,0.692152405,0.997793301,SEKER
73497,1024.659,389.1361329,242.5953309,1.604054503,0.781886973,74507,305.9073174,0.755504615,0.986444227,0.879671979,0.786119025,0.005294585,0.001247283,0.617983122,0.991278609,CALI
41384,812.201,316.0621667,167.5939913,1.885880062,0.847837328,42028,229.546826,0.633965501,0.984676882,0.788343134,0.726271127,0.007637303,0.001310735,0.52746975,0.994744684,HOROZ
34703,676.387,230.7693155,191.7626609,1.203411104,0.556315398,35025,210.2028352,0.77323975,0.990806567,0.953205151,0.910878618,0.006649838,0.002823793,0.829699856,0.99847002,SEKER
51510,889.324,354.6097965,185.4404821,1.912256658,0.85236805,52176,256.0948437,0.770692441,0.987235511,0.818429714,0.722187729,0.00688429,0.001155153,0.521555116,0.997347243,HOROZ
84919,1119.753,443.1612961,244.9903243,1.808893054,0.833297855,85620,328.8194473,0.663455604,0.991812661,0.851079767,0.741985932,0.005218635,0.000975707,0.550543123,0.995873632,CALI
47512,839.433,312.732286,200.959732,1.556193786,0.766207285,49837,245.9556002,0.787927032,0.953347914,0.847307596,0.786473323,0.006582175,0.001553407,0.618540288,0.962568552,HOROZ
59780,977.357,390.3998131,196.3249131,1.98853934,0.864355261,60533,275.8881295,0.766685477,0.987560504,0.786428636,0.706680998,0.006530609,0.001004678,0.499398033,0.993072634,CALI
45057,800.592,305.9610158,188.086067,1.6267075,0.788730861,45486,239.5169183,0.682681818,0.990568527,0.883384234,0.78283476,0.006790532,0.001573128,0.612830261,0.996895582,SIRA
49649,857.74,308.3242552,206.204858,1.495232742,0.743449385,50344,251.4260729,0.757907431,0.986194979,0.848025756,0.815459921,0.00621008,0.001693899,0.664974883,0.994292218,SIRA
56761,959.439,398.3767662,182.0855177,2.187855307,0.889431436,57299,268.8314524,0.591408269,0.990610656,0.774863433,0.674817096,0.007018494,0.000897776,0.455378113,0.996301421,HOROZ
39706,720.946,254.1695308,199.0732138,1.276764091,0.62173201,40009,224.8449452,0.783124926,0.992426704,0.959976339,0.884625881,0.006401288,0.002418164,0.78256295,0.999148273,SEKER
37690,702.993,247.2788263,194.4102346,1.271943459,0.617974083,37977,219.0625446,0.77936311,0.992442794,0.958371743,0.885892852,0.00656086,0.002492673,0.784806144,0.998229042,SEKER
43028,782.027,301.8236234,182.6130415,1.652804317,0.796200926,43603,234.0618532,0.794695626,0.986812834,0.884132853,0.775492159,0.007014586,0.001564918,0.601388088,0.993976828,SIRA
67237,1016.057,409.9005074,210.1520901,1.950494554,0.858573506,67950,292.5898277,0.707728096,0.98950699,0.818430955,0.713806942,0.006096353,0.000976277,0.50952035,0.993816669,HOROZ
73451,1081.601,421.2082024,222.8362332,1.890214156,0.848596524,74535,305.8115724,0.644714205,0.985456497,0.788993484,0.726034229,0.005734547,0.000982895,0.527125701,0.996380463,HOROZ
53615,883.157,339.8361754,201.3683225,1.687634734,0.805537143,54275,261.2752154,0.702171408,0.987839705,0.863814208,0.768826965,0.006338453,0.001366084,0.591094903,0.997552289,SIRA
32094,663.532,251.6524786,162.7261894,1.546478041,0.762803308,32408,202.1468524,0.800748503,0.990311034,0.916030571,0.803277812,0.007841107,0.002013818,0.645255244,0.997873065,DERMASON
54781,926.351,378.6340532,184.9103534,2.047662806,0.872641331,55387,264.1009949,0.730569188,0.989058804,0.802211107,0.697509885,0.006911777,0.001009185,0.48652004,0.996228989,HOROZ
86232,1145.77,442.0627791,250.0781687,1.767698402,0.824606076,87163,331.3517654,0.801651049,0.989318862,0.825436044,0.749558165,0.005126435,0.000998198,0.561837442,0.993159148,CALI
46550,801.999,299.4319868,198.8750105,1.505629018,0.747577813,46954,243.4528718,0.796216475,0.991395834,0.909456426,0.813048981,0.006432481,0.001733904,0.661048646,0.995294024,SIRA
84307,1126.741,444.3556851,242.4084762,1.833086417,0.838092585,84990,327.6324256,0.819071213,0.99196376,0.834498007,0.737320207,0.005270686,0.000960885,0.543641087,0.996541093,CALI
33540,697.714,257.4891433,166.5592919,1.545930823,0.762609219,34165,206.6505609,0.72522055,0.981706425,0.865800929,0.802560288,0.007677076,0.001964655,0.644103015,0.995738705,SIRA
53042,896.923,359.6497681,189.1927189,1.900970451,0.850455434,53863,259.8753007,0.811536108,0.984757626,0.828551358,0.722578808,0.006780471,0.001140199,0.522120134,0.992534946,HOROZ
43029,812.609,323.9667455,170.3234323,1.902067972,0.850643111,43500,234.0645731,0.740500447,0.989172414,0.818856614,0.722495677,0.007529033,0.001265494,0.522000003,0.992879487,HOROZ
76559,1054.793,404.5321594,243.561649,1.660902532,0.79843404,77900,312.2145837,0.789886922,0.982785623,0.864712303,0.771791751,0.005283927,0.001156477,0.595662507,0.989337366,CALI
37576,721.428,270.5733023,177.4508206,1.524779098,0.754906261,37992,218.7309972,0.696290257,0.989050326,0.907265555,0.808398299,0.007200695,0.001896949,0.653507809,0.996455048,SIRA
72094,1020.532,398.4841287,233.3607701,1.707588334,0.810584827,73283,302.9734836,0.776005339,0.983775228,0.869872762,0.760315058,0.005527286,0.001139373,0.578078988,0.987120936,CALI
27718,619.207,241.4001098,146.5656302,1.647044463,0.79458865,28001,187.8607295,0.724085684,0.989893218,0.90844793,0.778213107,0.008709146,0.001970378,0.60561564,0.997475887,DERMASON
36006,693.059,229.3833925,199.9267542,1.147337151,0.490247284,36489,214.1127344,0.772329472,0.986763134,0.941985735,0.93342736,0.006370699,0.002983245,0.871286636,0.999659526,SEKER
41329,746.891,268.1760967,196.6919139,1.363432239,0.679750826,41744,229.3942396,0.727725736,0.990058452,0.931001346,0.8553866,0.006488812,0.002142864,0.731686235,0.997604603,DERMASON
33890,686.205,261.3653216,165.6031664,1.578262828,0.773654228,34228,207.725993,0.707811195,0.990125044,0.904427328,0.794772588,0.007712166,0.001898138,0.631663466,0.996930968,DERMASON
30243,647.283,230.5746836,167.3593633,1.377722041,0.687867989,30655,196.2309444,0.749182521,0.986560104,0.907081546,0.851051561,0.007624068,0.002467118,0.72428876,0.997868588,DERMASON
37514,725.847,269.8811744,177.418223,1.521158142,0.753547167,37920,218.5504708,0.793309085,0.989293249,0.894773402,0.809802578,0.007194146,0.001908427,0.655780215,0.997545414,DERMASON
36424,717.948,275.4001818,168.7561122,1.631941967,0.790263716,36768,215.3519844,0.681790955,0.990644038,0.887997046,0.781960212,0.007560954,0.001743793,0.611461772,0.997870128,DERMASON
56849,988.944,411.5627193,176.2822485,2.33468045,0.90362516,57601,269.0397645,0.570274961,0.986944671,0.730447982,0.653702952,0.007239577,0.000815483,0.427327549,0.997673275,HOROZ
38660,721.558,268.6560761,183.5642076,1.463553705,0.730167304,39051,221.8635635,0.79856234,0.989987452,0.933102217,0.825827455,0.0069492,0.001993755,0.681990985,0.998130433,SIRA
32586,681.46,261.2163626,159.3551161,1.639209138,0.792362702,32973,203.6904117,0.817142284,0.988263124,0.881779868,0.779776618,0.008016214,0.001828226,0.608051573,0.996723695,DERMASON
42242,772.923,290.6901359,185.8034161,1.564503722,0.769056896,42734,231.9141756,0.752373319,0.988486919,0.888550007,0.797805453,0.006881543,0.001719704,0.636493541,0.995796514,SIRA
50563,864.552,335.6293667,197.8413464,1.69645715,0.807794827,52100,253.7297994,0.682730219,0.97049904,0.850081291,0.755982118,0.006637845,0.001337374,0.571508962,0.969540466,HOROZ
43710,806.06,291.9607579,190.924752,1.52919281,0.756546609,44390,235.9095176,0.710697039,0.984681235,0.84538771,0.808017897,0.006679496,0.001756335,0.652892922,0.998399162,SIRA
72742,1050.385,408.9874325,226.7708442,1.803527407,0.832204393,73404,304.3320406,0.752415234,0.990981418,0.828510619,0.744110983,0.005622439,0.001063299,0.553701156,0.998615209,CALI
45823,805.225,309.1788836,189.3733703,1.632641818,0.790467319,46314,241.5443141,0.772770966,0.989398454,0.888093891,0.781244538,0.006747242,0.001550437,0.610343028,0.996471551,SIRA
48421,892.167,351.75824,175.8947248,1.999822566,0.86599979,49144,248.2972654,0.79968621,0.985288133,0.764453913,0.705874766,0.00726458,0.001112502,0.498259186,0.996429963,HOROZ
28819,637.061,240.712885,153.1319163,1.571931514,0.771557137,29320,191.55545,0.741458269,0.982912688,0.892332546,0.795783948,0.008352576,0.002066241,0.633272092,0.995460359,DERMASON
50371,827.936,293.940665,218.6727557,1.344203415,0.668251958,50872,253.2476043,0.784998519,0.990151753,0.923414954,0.861560289,0.005835514,0.00198336,0.742286132,0.997783554,SEKER
34800,691.605,252.7980166,175.7859771,1.438101154,0.71866025,35212,210.4964041,0.727424749,0.988299443,0.91426661,0.832666359,0.007264311,0.002154062,0.693333266,0.99708337,DERMASON
60716,1000.347,406.1436422,194.0417794,2.093073169,0.878486928,62504,278.0395875,0.615157042,0.971393831,0.762450526,0.684584365,0.006689236,0.000906284,0.468655753,0.980930782,HOROZ
40911,760.088,287.4975581,182.2818543,1.57721436,0.773309085,41291,228.231249,0.726893145,0.990797026,0.889861069,0.793854565,0.00702739,0.001721621,0.630205071,0.993968487,SIRA
38216,710.146,241.9492655,201.2045958,1.202503673,0.555377603,38542,220.5858618,0.776747967,0.991541695,0.952269341,0.911702961,0.006331099,0.002698189,0.83120229,0.999523806,SEKER
34877,706.366,265.3346238,167.846769,1.580814605,0.774490738,35322,210.7291522,0.707803146,0.987401619,0.878394103,0.794201485,0.007607725,0.001867056,0.630755999,0.997108295,DERMASON
25677,586.209,215.5427721,151.9313763,1.418685049,0.709328475,25895,180.8119791,0.743248328,0.991581386,0.938964518,0.838868209,0.008394391,0.002564153,0.703699872,0.998328487,DERMASON
42556,775.043,294.5917187,184.7468112,1.594569979,0.778915954,43167,232.7745305,0.697948272,0.985845669,0.890264525,0.79015979,0.006922449,0.001664559,0.624352493,0.995573742,SIRA
74532,1061.236,403.348774,236.9032237,1.702588795,0.809339664,75724,308.0537124,0.708048336,0.984258623,0.831627211,0.763740297,0.005411753,0.001135797,0.583299241,0.993118752,CALI
44858,807.517,297.1141096,192.7563944,1.541396904,0.760991227,45364,238.9874045,0.711218924,0.988845781,0.864463026,0.804362354,0.006623436,0.001710291,0.646998796,0.997281941,SIRA
28047,627.089,236.2464809,151.5729929,1.558631762,0.767049133,28352,188.9723512,0.702298678,0.989242381,0.896268046,0.799894883,0.008423235,0.002127112,0.639831824,0.997262203,DERMASON
35838,704.329,258.3012597,177.1988444,1.457691559,0.727586281,36246,213.6126373,0.820316792,0.988743585,0.907825732,0.826990304,0.007207469,0.002079525,0.683912963,0.996934153,DERMASON
73629,1057.375,405.4258689,234.5251698,1.728709414,0.81570634,75311,306.1818976,0.688623483,0.977665945,0.827562285,0.75521056,0.005506334,0.001104879,0.570342991,0.985957297,CALI
45313,802.357,298.0036989,194.0043539,1.536067067,0.759066374,45769,240.1963853,0.733362465,0.990036925,0.884499086,0.806018134,0.006576561,0.001712213,0.649665232,0.997929368,SIRA
42205,762.295,284.0426015,189.9168647,1.495615473,0.743603309,42702,231.8125859,0.771797966,0.988361201,0.912699108,0.816119078,0.00673007,0.001841677,0.666050349,0.996155207,SIRA
41058,753.867,281.6904735,186.2009275,1.512830668,0.750374879,41476,228.6409177,0.805564276,0.989921883,0.907858552,0.811674299,0.006860794,0.001836882,0.658815168,0.996675791,SIRA
51967,904.803,354.4039337,187.6578275,1.88856462,0.848308274,52697,257.2283799,0.628759831,0.986147219,0.797681365,0.725805657,0.006819788,0.001167433,0.526793851,0.99488423,HOROZ
51290,844.228,316.1689438,207.5508659,1.523332329,0.754364685,51815,255.547366,0.772416493,0.989867799,0.904321922,0.808262073,0.006164339,0.001622838,0.653287579,0.995174089,SIRA
27132,602.923,219.8225401,157.3614925,1.396927143,0.69824697,27433,185.8642928,0.729315628,0.989027813,0.937924692,0.845519721,0.008101966,0.00255426,0.714903598,0.998668241,DERMASON
38787,733.565,263.3797775,187.7299762,1.402971347,0.701394859,39257,222.227681,0.736443381,0.988027613,0.905771914,0.843753773,0.006790414,0.002122946,0.71192043,0.998803964,SIRA
43525,762.479,282.820459,196.1182941,1.442091164,0.720516844,43861,235.4097517,0.785649819,0.992339436,0.940790384,0.832364647,0.006497885,0.001924006,0.692830906,0.999125328,SEKER
32950,683.82,258.7892703,162.1945789,1.595548211,0.779225365,33299,204.8249082,0.766136533,0.989519205,0.885485972,0.791473727,0.007853999,0.001901151,0.62643066,0.999500319,DERMASON
